Bridge Creek (Crooked River),Betula,angustifolia,Meyer and Manchester 1998,,,,,,,,,,,,,,,2,,,present,,,,Asymmetrical,,Unlobed,Serrate,,Acute,,,,,,,,Obtuse,,,,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Smoothly decreasing proximally,Decurrent,,,,,,Percurrent,,Perpendicular,,,,,,,,,,,,Regular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Quercus,berryi,Meyer and Manchester 1998,,,,,,,,,,,,,,,3,present,present,present,,,,Symmetrical,Symmetrical,Unlobed,Sometimes toothed,,Acute,present,,,,,,,Acute to Obtuse,present,,present,,,,,,,,,,,,,,,pinnate,,,,Mixed,,,,Irregular,Inconsistent,,,,,,,Percurrent,,Perpendicular,,,,,,Regular reticulate,Freely ramifying,,,,,Irregular,1,,Rounded,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Paliurus,blakei,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.7,,,present,,,,Symmetrical,Asymmetrical,Unlobed,Serrate,,Acute,,,,,present,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,Basal acrodromous,,3,,Eucamptodromous,,,,Abruptly increasing proximally,Uniform,,,,,,,Percurrent,Opposite percurrent - Sinuous,Perpendicular,,,,,,Regular reticulate,Regular reticulate,,,,,Irregular,1,,Angular,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Paracarpinus,chaneyi,Manchester and Crane 1987,,,,,,,,,,,,,,,3,present,,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Acute to Obtuse,,,,present,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Uniform,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,,,Good Development,,,,Regular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Quercus,consimilis,Meyer and Manchester 1998,,,,,,,,,,,,,,,3,present,,present,,,,,Varies,Unlobed,Sometimes toothed,,Acute,present,,,,present,,,Acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Mixed,,,,,,,,,,,,Percurrent,,,,,,,,Regular reticulate,,,,,,Irregular,1,,Rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Platanus,exaspera,Meyer and Manchester 1998,,,,,,,,,,,,,,,1,present,present,present,,,,Symmetrical,Symmetrical,Palmately Lobed,Serrate,,Acute,present,,,,,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,Basal actinodromous,,3,,Craspedodromous,,,,Gradually increasing proximally,Smoothly decreasing proximally,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,Regular reticulate,Regular reticulate,,,,,Regular,2,,Rounded,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Acer,glabroides,Wolfe and Tanai 1988,,,,,,,,,,,,,,,1,present,,,,,,,Symmetrical,Palmately Lobed,Serrate,,Acute,present,,,,,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,Basal actinodromous,,3,,Craspedodromous,,,,,Uniform,,,,,,,,,,,,,,,,,,,,,Regular,2,,Rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Amelanchier,grayi,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.5,,present,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute to Obtuse,present,,present,,,,,Obtuse,present,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Uniform,Decurrent,,,,,,Percurrent,Opposite percurrent - Sinuous,Perpendicular,,,,,,,,,,,,Regular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Alnus,heterodonta,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.5,present,,present,,,,,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Smoothly decreasing proximally,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,Opposite percurrent,Regular reticulate,,,,,Irregular,2,,Angular,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Rosa,hilliae,From picture,,,,,,,,,,,,,,,2,present,,,,,,Varies,Asymmetrical,Unlobed,Serrate,,Acute,,present,,,,,,Acute,,,present,,,,,,,,,,,,,,,pinnate,,,,Semicraspedodromous,,,,Regular,Uniform,,,,,,,,,,,,,,,,,,,,,Irregular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Cinnamomophyllum,knowltonii,Meyer and Manchester 1998,,,,,,,,,,,,,,,3,present,,,,,,,,Unlobed,Untoothed,,,,,,,,,,Acute,,,,,,,,present,,,,,,,,,,pinnate,,,,Eucamptodromous,,,,,one pair of acute basal secondaries,,,,,,,Percurrent,Opposite percurrent - Sinuous,Perpendicular,,,,,,Regular reticulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Cedrelospermum,lineatum,From picture,,,,,,,,,,,,,,,2.5,present,,present,,,,Asymmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,present,,,present,,,Acute to Obtuse,present,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Irregular,Smoothly increasing proximally,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,Regular reticulate,,,,,,Regular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Acer,manchesteri,Wolfe and Tanai 1988,,,,,,,,,,,,,,,2,present,,present,,,,Symmetrical,Symmetrical,Palmately Lobed,Serrate,,Acute,present,,,,,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,Basal actinodromous,,3,,Craspedodromous,,,,Irregular,Uniform,,,,,,,Percurrent,Alternate percurrent,,,,,,,Regular reticulate,Regular reticulate,,,,,Irregular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Crataegus,merriami,From picture,,,,,,,,,,,,,,,2,present,,present,,,,Asymmetrical,Asymmetrical,Pinnately Lobed,Serrate,,Acute to Obtuse,present,present,,,,,,obtuse,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Gradually increasing proximally,Uniform,Decurrent,,,,,,,,,,,,,,,,,,,,Irregular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Cedrela,merrillii,Meyer and Manchester 1998,,,,,,,,,,,,,,,,present,,,,,,,Asymmetrical,Unlobed,Crenate (serrate),,Acute,,,,,present,,,obtuse,,,present,,,,,,,,,,,,,,,pinnate,,,,Eucamptodromous,,,,Regular,Uniform,,Present,,Less than 50% of subjacent secondary,,,Percurrent,Alternate percurrent,,,,,,,,,,,,,Irregular,1,,Rounded,,,,,Present,At the nadir of superjacent sinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Plafkeria,obliquifolia,From picture,,,,,,,,,,,,,,,1.5,,,present,,,,Asymmetrical,Asymmetrical,Unlobed,Untoothed,Undulate,,,,,,,,,Acute to Obtuse,,,,present,,,,,present,,,,,,,,,Basal actinodromous,,6,,Brochidodromous,,,,Gradually increasing proximally,Uniform,Excurrent,,,,,,Percurrent,Opposite percurrent - Straight,Perpendicular,,,,,,Opposite percurrent,Regular reticulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Ostrya,oregoniana,From picture,,,,,,,,,,,,,,,2,,,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Obtuse,,,present,present,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Gradually increasing proximally,Uniform,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,,,,,,,Regular,3,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Acer,osmonti,Wolfe and Tanai 1988,,,,,,,,,,,,,,,1,,,,,,present,Symmetrical,Symmetrical,Palmately Lobed,Serrate,,Acute,Present,,,,,,,Reflex,,,,,,,,,present,,,,,,,,,Basal actinodromous,,5,,Brochidodromous,,,,Regular,Uniform,,,,,,,Percurrent,,,,,,,,Irregular reticulate,Irregular reticulate,,,,,Irregular,1,,Rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Fagus,pacifica,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.5,,,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,present,,,,,,,Acute to Obtuse,present,,present,,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Uniform,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,,,,,,,Regular,2,,Rounded,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Fothergilla,praeovata,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.7,,,present,,,,Symmetrical,Symmetrical,Unlobed,Crenate (serrate),,Acute,present,,,,,present,,Acute to Obtuse,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Gradually increasing proximally,Smoothly decreasing proximally,,Present,,Less than 50% of subjacent secondary,,,Percurrent,,,,,,,,Regular reticulate,Regular reticulate,,,,,Irregular,1,,Rounded,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Litseaphyllum,presanguinea,From picture,,,,,,,,,,,,,,,2.5,present,,,,,,Symmetrical,,Unlobed,Untoothed,,Acute,present,,,,present,,,Acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Eucamptodromous,,,,Irregular,Inconsistent,,,,,,,Reticulate,,,,,,,,Regular reticulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),(Fabaceae),sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Pterocarya,sp,Meyer and Manchester 1998,,,Compound,,,,,,,,,,,,3.5,present,,present,,,,Asymmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,,,,Acute to Obtuse,present,,present,,,,,,present,,,,,,,,,pinnate,,,,Brochidodromous,,,,,Uniform,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,,,,,,,Regular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Acer,sp 1,Wolfe and Tanai 1988,,,,,,,,,,,,,,,.8,present,,,,,,Symmetrical,Symmetrical,Palmately Lobed,Serrate,,Acute,present,,,,,,,Obtuse to Reflex,,,present,present,,,,,present,,,,,,,,,Palinactinodromous,,5,,Craspedodromous,,,,,,,,,,,,Percurrent,,,,,,,,Regular reticulate,Regular reticulate,,,,,Regular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Ulmus,sp 1,From picture,,,,,,,,,,,,,,,3,present,,,,,,Symmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Acute,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Regular,Uniform,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,,,,,,,Regular,3,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Dicot ,sp 21,Meyer and Manchester 1998,,,,,,,,,,,,,,,,present,,,,,,Symmetrical,,Unlobed,Untoothed,,Acute,,,,,,,,Acute,,,,,,,,,,,,,,,,,,Pinnate,,,,Brochidodromous,,,,Irregular,,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Dicot,sp 23,Meyer and Manchester 1998,,,,,,,,,,,,,,,4,present,,,,,,Symmetrical,Symmetrical,Unlobed,Untoothed,,Acute,,,,,present,,,Acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Brochidodromous,,,,Regular,Uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Crooked River),Alnus,spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Acer,ashwillii,Wolfe and Tanai 1988,,,,,,,,,,,,,,,1,,,present,,,,Symmetrical,Symmetrical,Palmately Lobed,Serrate,,Acute,present,,,,,,,Obtuse,present,present,,,present,,,,,,,,,,,,,Basal actinodromous,,3,,Craspedodromous,,,,Irregular,Inconsistent,,,,,,,,,,,,,,,Irregular reticulate,Irregular reticulate,,,,,Regular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Parrotia,brevipetiolata,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.9,present,present,present,,,,Symmetrical,Asymmetrical,Unlobed,Crenate (serrate),,Acute,present,,,,present,,,Obtuse,present,,present,,,,,,present,,,,,,,,,pinnate,,3,,Craspedodromous,,,,Regular,Smoothly increasing proximally,,Present,,Less than 50% of subjacent secondary,,,Percurrent,,Obtuse,,,,,,Regular reticulate,,,,,,Irregular,1,,Rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Decodon,brownii,Meyer and Manchester 1998,,,,,,,,,,,,,,,3,present,,,,,,Symmetrical,Symmetrical,Unlobed,Untoothed,,,,,,,,,,Acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Brochidodromous,,,,Regular,Uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Paracarpinus,chaneyi,Manchester and Crane 1987,,,,,,,,,,,,,,,3,present,,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Acute to Obtuse,,,,present,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Uniform,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,,,Good Development,,,,Regular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Ulmus,chaneyi,From picture,,,,,,,,,,,,,,,2,present,,present,,,,Symmetrical,Asymmetrical,Unlobed,Serrate,,Acute,,present,,,present,,,Obtuse to Reflex,,,present,,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,Regular,Uniform,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,,,,,,,Regular,3,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Quercus,consimilis,Meyer and Manchester 1998,,,,,,,,,,,,,,,3,present,,present,,,,,Varies,Unlobed,Sometimes toothed,,Acute,present,,,,present,,,Acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Mixed,,,,,,,,,,,,Percurrent,,,,,,,,Regular reticulate,,,,,,Irregular,1,,Rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Cercidiphyllum,crenatum,Meyer and Manchester 1998,,,,,,,,,,,,,,,1,present,,present,,,,,,Unlobed,Crenate (serrate),,Acute to Obtuse,present,,present,,,,,Reflex,,,,,,,,,present,,,,,,,,,Basal actinodromous,,7,,Brochidodromous,,,,,,,,,,,,Percurrent,,,,,,,,,,,,,,Regular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Juglandiphyllites,cryptatus,From picture,,,,,,,,,,,,,,,4,present,,,,,,Asymmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,,,,Obtuse,present,,present,,,,,,present,,,,,,,,,Pinnate,,,,Semicraspedodromous,,,,Regular,Uniform,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,,,,,,,Regular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Tilia,fossilensis,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.3,present,present,present,,,,Asymmetrical,Asymmetrical,Unlobed,Crenate (serrate),,Acute,present,,,,,,,Reflex,,,,,,,,,present,,,,,,,,,Basal actinodromous,,,,Craspedodromous,,,,Regular,Uniform,Decurrent,,,,,,Percurrent,Opposite percurrent - Convex,,,,,,,Opposite percurrent,Regular reticulate,,,,,Regular,1,,Rounded,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Acer,glabroides,Wolfe and Tanai 1988,,,,,,,,,,,,,,,1,present,,,,,,,Symmetrical,Palmately Lobed,Serrate,,Acute,present,,,,,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,Basal actinodromous,,3,,Craspedodromous,,,,,Uniform,,,,,,,,,,,,,,,,,,,,,Regular,2,,Rounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Alnus,heterodonta,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.5,present,,present,,,,,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Obtuse to Reflex,,,,present,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Smoothly decreasing proximally,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,Opposite percurrent,Regular reticulate,,,,,Irregular,2,,Angular,,,,,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Rhus,lesquereuxii,Meyer and Manchester 1998,,,,,,,,,,,,,,,2.5,,present,,present,,,Symmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Acute to Obtuse,present,,present,,,,,,,,,,,,,,,pinnate,,,,Semicraspedodromous,,,,Regular,Uniform,,Present,,Less than 50% of subjacent secondary,,,Transversly ramified,,,,,,,,,,,,,,Irregular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Cedrelospermum,lineatum,From picture,,,,,,,,,,,,,,,2.5,present,,present,,,,Asymmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,present,,,present,,,Acute to Obtuse,present,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Irregular,Smoothly increasing proximally,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,Regular reticulate,,,,,,Regular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Crataegus,merriami,From picture,,,,,,,,,,,,,,,2,present,,present,,,,Asymmetrical,Asymmetrical,Pinnately Lobed,Serrate,,Acute to Obtuse,present,present,,,,,,obtuse,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Gradually increasing proximally,Uniform,Decurrent,,,,,,,,,,,,,,,,,,,,Irregular,2,,Angular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Alnus,newberryi,Meyer and Manchester 1998,,,,,,,,,,,,,,,2,present,,present,,,,,Asymmetrical,Unlobed,Serrate,,Acute,,,,,present,,,Obtuse,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Uniform,,,,,,,Percurrent,Opposite percurrent - Straight,,,,,,,Regular reticulate,Regular reticulate,,,,,Regular,2,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Fagus,pacifica,Meyer and Manchester 1998,,,,,,,,,,,,,,,1.5,,,present,,,,Symmetrical,Symmetrical,Unlobed,Serrate,,Acute,present,,,,,,,Acute to Obtuse,present,,present,,,,,,present,,,,,,,,,pinnate,,,,Craspedodromous,,,,,Uniform,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,,,,,,,Regular,2,,Rounded,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),(Fabaceae),sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Ulmus,sp 2,From picture,,,,,,,,,,,,,,,1.5,present,,,,,,Symmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Acute,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Regular,Uniform,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,,,,,,,Regular,2,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Dicot ,sp 25,From picture,,,,,,,,,,,,,,,1.5,present,,,,,,Symmetrical,,Unlobed,Untoothed,,Acute,present,,,,,,,Acute,,,,,,,,,,,,,,,,,,pinnate,,,,Semicraspedodromous,,,,Regular,Uniform,,,,,,,Reticulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Ulmus,speciosa,From picture,,,,,,,,,,,,,,,3,present,,,,,,Symmetrical,Asymmetrical,Unlobed,Serrate,,Acute,present,,,,present,,,Acute,,,present,,,,,,,,,,,,,,,pinnate,,,,Craspedodromous,,,,Regular,Uniform,,,,,,,Percurrent,Opposite percurrent - Sinuous,,,,,,,,,,,,,Regular,3,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Juglans,wheelerensis,Meyer and Manchester 1998,,,,,,,,,,,,,,,2.3,present,present,,,,,Asymmetrical,,Unlobed,Serrate,,,,,,,,,,Acute,present,,,,,,,,,,,,,,,,,pinnate,,,,Brochidodromous,,,,Regular,Smoothly decreasing proximally,,Present,,More than 50% of subjacent secondary,,Less than one per intercostal area,Percurrent,Opposite percurrent - Sinuous,,,,,,,Regular reticulate,Regular reticulate,,,,,Regular,1,,Angular,,,,,Present,At the apex of tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridge Creek (Fossil),Cladrastis,,From picture,,,,,,,,,,,,,,,2.5,,,,present,,,Symmetrical,Symmetrical,Unlobed,Untoothed,,Acute,present,,,,,,,Acute,present,,,,,,,,,,,,,,,,,Pinnate,,,,Brochidodromous,,,,Irregular,Inconsistent,,,,,,,Reticulate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
